Period,SG,SN,SV,BG,BN,BV
20040928,1.22,1.32,0.89,0.63,0.52,0.42
20040929,1.29,0.97,0.64,0.6,0.28,-0.06
20040930,0.21,0.4,0.42,-0.23,0.28,0.74
20041001,1.91,2.07,1.91,1.51,1.4,1.3
20041004,1.07,0.64,0.39,0.41,0.19,0.44
20041005,-0.27,-0.24,-0.19,-0.04,-0.18,0
20041006,0.74,0.96,0.84,0.61,0.78,0.76
20041007,-1.58,-1.61,-1.27,-1.25,-0.58,-0.81
20041008,-1.48,-1.08,-0.82,-0.98,-0.45,-0.43
20041011,0.62,0.31,0.09,0.31,0.12,-0.04
20041012,-0.4,-0.2,-0.07,-0.3,-0.13,-0.08
20041013,-0.81,-1.38,-1.22,-0.61,-0.89,-0.81
20041014,-0.75,-0.79,-1.12,-0.72,-1.26,-0.97
20041015,0.41,0.86,0.71,0.43,0.58,0.12
20041018,0.8,0.32,0.03,0.74,0.33,-0.03
20041019,-0.68,-0.87,-1.03,-0.71,-1.14,-1.28
20041020,0.76,0.61,0.34,0.16,-0.31,0.5
20041021,0.98,1.03,1.02,0.36,0.17,0.46
20041022,-1.57,-1.4,-1.18,-1.13,-0.92,-0.17
20041025,0.41,0.87,0.8,-0.31,0.18,0.36
20041026,0.56,0.99,1.2,1.18,1.7,1.91
20041027,2.1,1.43,0.97,1.71,0.96,0.65
20041028,0.1,-0.42,-0.13,0.14,0.24,0.16
20041029,-0.15,-0.28,-0.13,0.16,0.31,0.62
20041101,0.45,0.5,0.39,-0.06,0.26,-0.09
20041102,-0.16,-0.14,-0.19,0.03,-0.04,0.02
20041103,1.62,1.64,1.51,1.27,0.85,1.3
20041104,0.87,1.13,0.98,1.47,1.71,1.83
20041105,0.78,0.51,0.41,0.62,0.16,0.18
20041108,-0.21,-0.46,-0.35,-0.11,-0.19,0.07
20041109,0.85,0.65,0.62,-0.06,0.07,0.02
20041110,0.44,0.47,0.6,-0.2,0.09,0.25
20041111,1.21,0.96,0.79,0.91,0.85,0.83
20041112,0.79,0.81,0.83,0.83,1.07,0.5
20041115,0.57,0.19,0.19,0.11,-0.08,0.02
20041116,-0.81,-0.93,-0.51,-0.67,-0.64,-0.33
20041117,0.94,1.02,0.78,0.59,0.67,0.51
20041118,-0.33,-0.09,0,0.24,-0.04,-0.03
20041119,-1.59,-1.17,-0.69,-1.23,-1.03,-0.61
20041122,0.89,1.41,1.21,0.41,0.82,0.99
20041123,0.43,0.4,0.5,-0.18,0.25,0.45
20041124,0.72,0.71,0.8,0.41,0.43,0.54
20041126,0.31,0.34,0.35,0.04,0.13,0.36
20041129,0.51,0.58,0.49,-0.25,-0.22,-0.55
20041130,-0.09,-0.23,-0.17,-0.47,-0.38,-0.14
20041201,1.73,1.48,0.96,1.64,1.4,0.9
20041202,0.33,-0.35,-0.31,0.19,-0.45,-0.44
20041203,-0.02,-0.16,-0.09,0.06,0.03,0.28
20041206,-0.41,-0.44,-0.5,-0.23,0.21,-0.08
20041207,-2.16,-2.08,-1.55,-1.08,-1.05,-0.9
20041208,0.82,0.8,0.58,0.6,0.3,0.03
20041209,-0.45,-0.3,-0.05,0.52,0.54,0.47
20041210,0.42,0.49,0.46,-0.1,-0.05,0.18
20041213,0.99,0.99,0.67,0.79,1.06,0.86
20041214,1.08,0.87,0.76,0.48,0.23,0.48
20041215,0.64,0.71,0.94,0.11,0.41,0.75
20041216,-0.83,-0.93,-0.32,-0.14,-0.44,-0.09
20041217,-0.06,-0.05,0.11,-0.82,-0.5,-0.19
20041220,-0.86,-0.57,-0.37,-0.15,0.15,0.02
20041221,1.21,1.26,1.06,0.89,0.93,0.92
20041222,0.52,0.25,0.46,0.45,0.4,0.19
20041223,0.39,0.18,0.16,0.08,0.14,-0.14
20041227,-0.55,-0.85,-0.59,-0.45,-0.48,-0.39
20041228,1.72,1.53,1.31,0.78,0.72,0.81
20041229,0.02,-0.13,0.02,0.03,-0.01,0.09
20041230,0.17,-0.01,0,0,0.06,0.14
20041231,-0.36,-0.11,0.04,-0.14,-0.12,-0.13
20050103,-1.79,-1.57,-1.54,-0.79,-1.03,-1.23
20050104,-2.2,-1.71,-1.41,-1.22,-1.22,-1.11
20050105,-1.52,-1.56,-1.4,-0.41,-0.23,-0.54
20050106,0.43,0.2,0.27,0.24,0.5,0.65
20050107,-0.98,-1.04,-0.93,-0.03,-0.24,-0.29
20050110,0.66,0.82,0.64,0.39,0.35,0.64
20050111,-1.29,-0.96,-0.66,-0.61,-0.74,-0.5
20050112,0.27,0.38,0.27,0.56,0.09,0.38
20050113,-0.47,-0.56,-0.48,-1.08,-0.38,-0.29
20050114,1.01,1.17,1.19,0.65,0.54,0.59
20050118,1.42,1.04,0.99,0.87,1.18,0.84
20050119,-1.23,-1.08,-0.72,-1.06,-0.83,-0.69
20050120,-1.01,-0.81,-0.83,-0.79,-0.56,-0.93
20050121,-0.34,-0.14,-0.19,-0.76,-0.3,-0.53
20050124,-1.65,-0.89,-0.73,-0.55,-0.07,-0.24
20050125,0.54,0.27,0.36,0.54,0.22,-0.12
20050126,1.72,1.57,1.26,0.51,0.53,0.65
20050127,-0.07,0.38,0.17,0.14,-0.17,0.18
20050128,-0.59,-0.66,-0.32,-0.38,-0.06,-0.36
20050131,1.81,1.9,1.61,0.71,1.13,1.19
20050201,0.62,0.62,0.79,0.69,0.73,0.94
20050202,0.61,0.59,0.72,0.31,0.33,0.48
20050203,-0.5,-0.29,-0.17,-0.33,-0.17,0.08
20050204,1.53,1.24,0.87,1.11,1.19,0.82
20050207,-0.09,0.04,0.01,-0.08,-0.08,-0.32
20050208,0.33,0.33,0.23,0.13,0.02,-0.03
20050209,-2.43,-1.94,-1.41,-1.07,-0.61,-0.52
20050210,-0.02,0.16,0.1,0.29,0.65,0.38
20050211,1.43,1.16,0.89,0.76,0.65,0.73
20050214,0.07,-0.05,0.22,0.19,-0.07,0.22
20050215,0.02,-0.07,-0.06,0.31,0.34,0.37
20050216,0.37,0.67,0.63,-0.07,0.12,0.37
20050217,-1.22,-1.15,-0.83,-0.75,-0.84,-0.67
20050218,-0.3,-0.05,-0.1,0.28,-0.38,-0.07
20050222,-1.75,-1.75,-1.73,-1.38,-1.41,-1.6
20050223,0.39,0.44,0.47,0.42,0.78,0.59
20050224,1.09,1.1,0.84,0.94,0.65,0.74
20050225,1.25,1.45,1.54,0.92,0.87,1.33
20050228,-0.6,-0.43,-0.21,-0.5,-0.81,-0.75
20050301,0.55,0.69,0.82,0.59,0.55,0.6
20050302,-0.12,-0.18,-0.19,0.06,-0.16,0.14
20050303,-0.16,0.11,0.5,-0.08,-0.03,0.34
20050304,0.66,1.14,0.96,0.81,1.08,1.06
20050307,-0.09,-0.13,0.11,0.3,0.33,0.36
20050308,-0.94,-0.87,-0.83,-0.54,-0.32,-0.63
20050309,-0.89,-0.9,-0.94,-0.82,-1.22,-0.93
20050310,-0.64,-0.77,-0.84,0.19,-0.03,0.09
20050311,-0.26,0.13,0.21,-0.76,-0.44,-0.38
20050314,0.42,0.53,0.46,0.58,0.67,0.88
20050315,-0.66,-0.47,-0.23,-0.75,-0.67,-0.5
20050316,-0.66,-0.58,-0.47,-0.85,-0.9,-0.61
20050317,0.09,0.47,0.47,0.11,0.11,0.73
20050318,-0.59,-0.41,-0.37,-0.03,-0.23,-0.2
20050321,-0.01,-0.1,-0.2,-0.21,-0.72,-0.47
20050322,-0.41,-0.41,-0.27,-0.75,-1.27,-1.14
20050323,-0.74,-1.22,-1.12,0.3,-0.35,-0.39
20050324,0.58,0.46,0.33,-0.06,0.05,0.02
20050328,-0.08,0.03,0,0.19,0.26,0.1
20050329,-1.9,-1.59,-1.34,-0.75,-0.66,-0.97
20050330,1.59,1.63,1.24,1.44,1.16,1.44
20050331,-0.02,0.1,0.37,-0.22,0.16,0.69
20050401,-0.62,-0.56,-0.37,-0.71,-0.71,-0.14
20050404,0.19,0.39,0.45,0.28,0.33,0.38
20050405,0.3,0.06,0.2,0.65,0.19,0.11
20050406,0.24,0.25,0.08,0.09,0.47,0.35
20050407,0.59,0.46,0.4,0.67,0.43,0.41
20050408,-1.29,-1.51,-1.14,-0.82,-0.85,-0.9
20050411,-0.54,-0.66,-0.63,-0.09,0.04,0.2
20050412,0.64,0.8,0.76,0.55,0.64,0.35
20050413,-1.59,-1.76,-1.42,-0.99,-1.38,-1.44
20050414,-1.67,-1.72,-1.54,-0.83,-1.25,-1.23
20050415,-2,-1.87,-1.8,-1.35,-1.69,-2.22
20050418,0.59,0.72,0.68,0.15,0.47,0.4
20050419,1.62,1.62,1.51,0.57,0.74,0.95
20050420,-1.45,-1.64,-1.51,-1.29,-1.54,-1.06
20050421,2.58,2.36,1.57,1.98,1.68,1.84
20050422,-1.67,-1.59,-1.24,-0.81,-0.75,-0.38
20050425,1.03,1.21,0.87,0.74,1.25,0.97
20050426,-1.45,-1.41,-1.26,-0.78,-0.82,-1.03
20050427,-0.18,-0.02,-0.36,0.36,0.44,0.2
20050428,-2.38,-1.85,-1.83,-1.19,-1.02,-0.91
20050429,0.68,0.62,0.74,1.15,1.04,1.03
20050502,0.95,1.18,0.89,0.43,0.58,0.63
20050503,0.11,-0.31,-0.14,0.12,-0.18,-0.34
20050504,1.8,1.79,1.54,1.05,1.25,2.13
20050505,0.31,-0.03,-0.15,-0.19,-0.24,-0.34
20050506,0.2,0.23,0.41,-0.02,-0.14,0.01
20050509,1.07,0.91,0.88,0.51,0.64,0.78
20050510,-1.27,-1.35,-0.96,-0.88,-1.13,-1.12
20050511,0.02,0.12,-0.1,0.51,0.34,0.44
20050512,-0.91,-1.4,-1.59,-0.75,-1.25,-1.41
20050513,-0.58,-0.72,-0.91,-0.18,-0.74,-1.07
20050516,1.34,1.69,1.25,1.05,1.07,0.69
20050517,0.39,0.75,0.54,0.57,0.84,1.04
20050518,2.25,1.96,1.68,1.02,1.19,0.79
20050519,0.59,0.32,0.39,0.45,0.47,0.64
20050520,-0.19,-0.28,0.02,-0.15,-0.08,0
20050523,0.65,0.56,0.59,0.43,0.28,0.49
20050524,0.08,0.05,0.04,0.08,0.01,0.1
20050525,-1.12,-0.96,-0.77,-0.42,-0.31,-0.37
20050526,1.34,1.5,1.27,0.65,0.71,0.87
20050527,0.26,0.3,0.45,0.04,0.26,0.43
20050531,-0.06,-0.13,0.19,-0.67,-0.45,-0.26
20050601,0.84,1.2,1.06,0.93,0.91,0.79
20050602,0.43,0.23,0.25,0.29,0.19,-0.03
20050603,-0.93,-0.77,-0.51,-0.82,-0.49,-0.26
20050606,0.3,0.41,0.58,0.18,0.01,0.18
20050607,0.19,-0.03,0.3,0,-0.07,0
20050608,-0.74,-0.5,-0.4,-0.33,-0.08,-0.05
20050609,0.96,0.93,0.82,0.55,0.53,0.72
20050610,-0.13,-0.01,0.22,-0.41,0.02,0.13
20050613,0.36,0.53,0.48,0.2,0.38,0.36
20050614,0.57,0.82,1.05,0.2,0.27,0.58
20050615,0.28,0.57,0.54,0.14,0.34,0.17
20050616,1.33,0.94,0.71,0.32,0.53,0.3
20050617,-0.09,-0.12,-0.07,0.32,0.44,0.8
20050620,-0.37,-0.27,-0.39,-0.09,-0.05,0.16
20050621,-0.01,-0.11,-0.07,-0.26,-0.02,-0.23
20050622,0.45,0.41,0.22,-0.04,0.08,0.21
20050623,-1.5,-1.36,-1.3,-1.14,-0.88,-0.87
20050624,-0.7,-0.78,-0.72,-0.91,-0.61,-0.51
20050627,-0.44,-0.01,0.24,-0.1,-0.07,0.29
20050628,2.16,1.98,1.66,1.13,0.81,0.58
20050629,0.22,0.3,0.26,-0.24,0.27,-0.18
20050630,-0.47,-0.31,-0.32,-0.69,-0.71,-0.32
20050701,0.42,0.43,0.67,0.3,0.19,0.72
20050705,1.51,1.6,1.22,0.94,0.73,0.93
20050706,-0.46,-0.71,-0.63,-0.79,-0.76,-0.48
20050707,0.29,0.27,-0.08,0.28,0.32,0.19
20050708,1.97,1.89,1.5,1.35,0.99,0.67
20050711,1.43,1.28,1.36,0.74,0.49,0.48
20050712,-0.05,0.01,-0.09,0.3,0.16,0.27
20050713,-0.44,-0.35,-0.29,0.06,0.15,-0.04
20050714,-0.31,-0.73,-0.58,0.41,0.14,-0.24
20050715,0.2,0.08,0.1,0.09,0.19,0.2
20050718,-0.72,-0.75,-0.56,-0.43,-0.73,-0.41
20050719,1.29,1.73,1.42,0.88,0.45,0.42
20050720,1.28,1.39,0.88,0.56,0.42,0.21
20050721,-1.41,-1.35,-1.12,-0.62,-0.82,-0.52
20050722,1.09,1.68,1.68,0.31,0.74,0.66
20050725,-0.85,-1.01,-0.75,-0.47,-0.4,-0.21
20050726,0.45,0.56,0.55,0.15,0.16,0.43
20050727,0.23,0.01,0.01,0.53,0.26,0.63
20050728,1.25,1.19,0.92,0.65,0.59,0.47
20050729,-0.31,-0.44,-0.39,-0.74,-0.73,-0.4
20050801,0.34,0.6,0.18,0.16,0.11,0.04
20050802,0.67,0.81,0.82,0.72,0.7,0.75
20050803,-0.54,-0.64,-0.63,-0.01,0.19,-0.03
20050804,-1.57,-1.44,-1.37,-0.9,-0.64,-0.3
20050805,-1.17,-1.13,-1.04,-0.63,-1.01,-0.74
20050808,-0.5,-0.19,-0.23,-0.37,-0.26,-0.2
20050809,0.06,0.06,0.21,0.69,0.59,0.45
20050810,-0.12,0.02,-0.11,-0.31,0.1,-0.01
20050811,0.89,0.92,0.81,0.76,0.63,0.66
20050812,-0.85,-0.87,-0.86,-0.6,-0.43,-0.33
20050815,0.76,0.76,0.65,0.31,0.27,0.14
20050816,-1.66,-1.66,-1.48,-1.31,-0.96,-1.14
20050817,0.05,-0.01,0.12,0.18,-0.07,0
20050818,-0.6,-0.44,-0.48,-0.07,-0.18,-0.01
20050819,0.27,0.2,0.19,-0.03,0.09,0.38
20050822,0.55,0.69,0.77,0.14,0.16,0.21
20050823,-0.23,-0.41,-0.29,-0.28,-0.42,-0.19
20050824,-0.15,-0.12,-0.06,-0.63,-0.68,-0.38
20050825,0.25,0.29,0.53,0.21,0.19,0.29
20050826,-1.15,-1.29,-1.14,-0.54,-0.63,-0.7
20050829,0.92,1.12,0.77,0.74,0.56,0.39
20050830,-0.25,-0.25,-0.12,-0.41,-0.24,0.16
20050831,1.76,1.92,1.62,0.98,1.11,1.05
20050901,0.2,0.45,0.01,-0.06,0.25,0.64
20050902,-0.72,-0.68,-0.52,-0.29,-0.27,-0.46
20050906,1.49,1.57,1.11,1.37,1.1,0.83
20050907,0.67,0.36,0.21,0.29,0.26,0.46
20050908,-0.32,-0.59,-0.55,-0.36,-0.41,-0.31
20050909,0.59,0.73,0.68,0.69,0.84,0.82
20050912,0.47,0.38,0.38,0.05,-0.06,-0.4
20050913,-0.98,-1.02,-0.77,-0.72,-0.74,-0.69
20050914,-1.11,-0.91,-0.77,-0.58,-0.17,0.02
20050915,-0.35,-0.01,-0.1,0,-0.02,0.33
20050916,1.04,1,0.71,0.54,1.02,0.72
20050919,-0.75,-0.58,-0.57,-0.59,-0.56,-0.24
20050920,-0.9,-1.02,-0.65,-0.69,-0.83,-0.73
20050921,-1.74,-1.37,-1.3,-0.96,-1.04,-0.86
20050922,0.1,0.13,0.22,0.47,0.32,-0.14
20050923,0.71,0.6,0.75,0.07,0.07,0.32
20050926,0.76,0.78,0.49,-0.06,0.22,0.28
20050927,-0.1,-0.05,-0.13,0.07,-0.04,-0.11
20050928,-0.36,-0.44,-0.33,0.06,0.07,0.5
20050929,1.18,1.3,1.02,0.79,1.1,1.01
20050930,0.56,0.4,0.33,0.3,0.01,0.03
20051003,0.53,0.43,0.44,-0.12,0.07,0.03
20051004,-0.88,-0.91,-0.74,-0.82,-1.17,-1.23
20051005,-2.48,-2.97,-2.3,-1.43,-1.37,-1.98
20051006,-1.33,-0.8,-0.59,-0.4,-0.46,-0.88
20051007,0.63,0.97,0.74,0.37,0.28,0.78
20051010,-0.85,-0.88,-0.78,-0.58,-0.73,-1
20051011,-1.38,-0.91,-1.18,-0.19,-0.29,-0.03
20051012,-1.64,-1.13,-1.19,-0.63,-0.77,-0.92
20051013,0.42,0.11,0.09,0.14,-0.3,-0.6
20051014,1.57,1.41,1.21,0.86,0.85,0.96
20051017,0.23,-0.06,-0.02,0.25,0.37,0.53
20051018,-1.17,-1.23,-0.89,-0.88,-1.07,-1.31
20051019,1.66,1.96,1.8,1.54,1.4,1.09
20051020,-1.29,-1.71,-1.52,-1.17,-1.75,-1.73
20051021,0.46,0.89,0.75,0.14,0.44,0.41
20051024,1.97,2.04,1.84,1.5,1.79,2.11
20051025,-0.45,-0.56,-0.59,-0.39,-0.17,-0.06
20051026,-0.65,-0.5,-0.59,-0.45,-0.44,-0.08
20051027,-2.23,-2.18,-1.82,-1.32,-0.88,-0.9
20051028,1.18,1.82,1.68,1.47,1.83,1.51
20051031,1.77,1.82,1.63,0.95,0.66,1.2
20051101,-0.44,-0.41,-0.32,-0.38,-0.18,0.11
20051102,1.95,2.16,1.75,1.05,1.06,1.22
20051103,0.32,0.3,0.31,0.72,0.06,0.44
20051104,0.03,-0.16,0.06,0.15,-0.04,-0.4
20051107,0.52,0.44,0.41,0.28,0.24,0.23
20051108,-0.59,-0.6,-0.74,-0.3,-0.43,-0.2
20051109,0.29,0.5,0.37,0.07,0.29,0.02
20051110,0.75,0.59,0.55,0.96,0.96,0.13
20051111,0.43,0.25,0.12,0.18,0.49,0.2
20051114,-0.29,-0.51,-0.29,-0.11,-0.04,0.07
20051115,-1.1,-1.14,-1.1,-0.25,-0.62,-0.55
20051116,-0.25,-0.12,-0.23,0.26,-0.04,0.25
20051117,1.95,1.66,1.52,0.9,1.13,1.07
20051118,0.95,0.52,0.59,0.42,0.39,0.37
20051121,0.94,1.03,0.76,0.62,0.65,0.16
20051122,0.43,0.57,0.37,0.42,0.6,0.52
20051123,-0.02,0.09,0.29,0.3,0.47,0.37
20051125,0.07,0.1,0.03,0.21,0.28,0.08
20051128,-1.71,-1.74,-1.36,-0.92,-0.98,-0.8
20051129,0.2,0.41,0.36,-0.15,0.14,0.2
20051130,0.64,0.55,0.52,-0.38,-0.79,-0.56
20051201,1.67,1.94,1.68,1.15,1.32,1.27
20051202,0.17,0.11,0.04,0.14,-0.07,0.1
20051205,-0.45,-0.51,-0.46,-0.4,-0.04,-0.31
20051206,0.17,0.22,0.22,0.12,0.14,0.14
20051207,-0.6,-0.65,-0.41,-0.39,-0.59,-0.49
20051208,0.3,0.25,0.15,-0.15,0,0.09
20051209,0.52,0.47,0.5,0.2,0.31,0.34
20051212,0.21,0.13,0.2,0.16,0.07,-0.01
20051213,-0.13,-0.03,-0.15,0.34,1.03,-0.04
20051214,0.27,0.09,0.16,0.28,0.5,0.5
20051215,-0.52,-0.84,-0.98,0,-0.32,-0.35
20051216,-0.13,-0.37,-0.26,-0.32,-0.25,-0.3
20051219,-1.6,-1.34,-1.27,-0.82,-0.37,-0.59
20051220,0.05,0.03,-0.04,-0.04,0.04,0.09
20051221,1.22,0.91,0.68,0.29,0.31,0.21
20051222,0.57,0.58,0.51,0.42,0.55,0.34
20051223,0.3,0.33,0.39,0.11,0.02,0.01
20051227,-1.36,-1.47,-1.23,-1.03,-0.88,-0.83
20051228,0.4,0.67,0.6,0.18,0.13,0.19
20051229,-0.35,-0.18,-0.14,-0.37,-0.16,-0.09
20051230,-0.66,-0.65,-0.53,-0.6,-0.38,-0.19
20060103,1.13,1.69,1.28,1.51,1.58,1.61
20060104,0.81,0.76,0.79,0.48,0.28,0.54
20060105,0.41,0.27,0.25,0.01,0.07,-0.02
20060106,1.21,1.03,0.8,0.96,0.88,0.89
20060109,1.1,0.89,0.81,0.48,0.31,0.46
20060110,0.6,0.72,0.46,0,-0.03,0.14
20060111,0.15,-0.1,0.1,0.34,0.37,0.17
20060112,-0.52,-0.5,-0.61,-0.71,-0.54,-0.63
20060113,0.33,0.25,0.36,0.09,0.24,0.2
20060117,-0.69,-0.44,-0.68,-0.41,-0.43,0.03
20060118,-0.1,-0.03,0.2,-0.57,-0.17,-0.28
20060119,1.55,1.56,1.33,0.56,0.48,0.6
20060120,-1.39,-1.36,-1.23,-2.08,-1.75,-1.25
20060123,0.12,0.65,0.55,0.05,0.23,0.46
20060124,1.42,1.37,1.44,0.27,0.44,0.42
20060125,-0.14,-0.21,-0.29,-0.22,-0.05,-0.28
20060126,1.8,1.48,1.51,0.57,0.9,0.92
20060127,0.39,0.69,0.38,0.79,0.72,0.42
20060130,-0.11,0,-0.02,0.14,0.04,0.49
20060131,0.3,0.37,0.28,-0.38,-0.03,-0.42
20060201,0.2,0.23,0.51,0.25,0.06,0.04
20060202,-1,-1.27,-1.08,-0.82,-0.88,-0.86
20060203,-0.37,-0.18,-0.33,-0.6,-0.34,-0.63
20060206,0.1,0.73,0.5,-0.19,0.37,0.41
20060207,-1.26,-1.46,-1.4,-0.74,-0.91,-1.02
20060208,0.47,0.53,0.56,0.9,0.8,0.65
20060209,-0.31,-0.35,-0.46,-0.13,-0.08,-0.5
20060210,-0.29,-0.07,-0.19,0.27,0.15,0.11
20060213,-0.97,-0.85,-0.79,-0.41,-0.42,-0.24
20060214,1.24,1.26,1.19,0.98,1.12,0.8
20060215,0.81,0.74,0.49,0.53,0.39,-0.14
20060216,0.91,0.83,0.9,0.65,0.77,1.1
20060217,-0.11,-0.23,0.04,-0.27,-0.16,0.25
20060221,-0.65,-0.39,-0.58,-0.47,-0.16,-0.33
20060222,0.81,0.8,0.72,0.62,1.09,0.58
20060223,0.06,-0.31,-0.14,-0.29,-0.2,-0.58
20060224,0.36,0.66,0.58,0.12,0.2,0.29
20060227,0.72,0.47,0.37,0.6,0.13,0.28
20060228,-1.34,-1.19,-1.25,-1.11,-0.99,-1.01
20060301,1.44,1.6,1.5,0.91,0.78,0.82
20060302,-0.25,-0.09,-0.25,-0.16,-0.24,0.04
20060303,-0.23,-0.19,-0.14,-0.09,-0.15,-0.26
20060306,-1.01,-1.08,-0.87,-0.61,-0.76,-0.97
20060307,-1.33,-1.3,-1.28,-0.29,-0.15,-0.22
20060308,-0.01,-0.01,0.31,0.28,0.05,0.08
20060309,-0.44,-0.61,-0.21,-0.6,-0.46,-0.23
20060310,0.85,1.19,1.04,0.65,0.77,0.52
20060313,0.27,0.45,0.16,0.22,0.13,0.63
20060314,0.84,1.22,1.01,0.99,1.15,0.84
20060315,0.78,0.85,0.99,0.48,0.39,0.56
20060316,-0.03,0.1,0.14,-0.02,0.32,0.34
20060317,0.36,0.17,0.19,0.31,0.16,-0.12
20060320,0.2,-0.09,-0.01,0.09,-0.24,-0.31
20060321,-1.06,-1.07,-1.22,-0.57,-0.76,-0.49
20060322,1.02,1.08,1.12,0.54,0.67,0.55
20060323,0.41,0.35,0.24,-0.3,-0.18,-0.12
20060324,0.72,0.86,0.97,0.07,0.24,0.26
20060327,-0.06,0.15,0.29,-0.16,0.04,0.04
20060328,-0.38,-0.35,-0.47,-0.57,-0.75,-0.61
20060329,1.5,1.64,1.74,0.86,0.67,0.84
20060330,0.02,-0.16,-0.1,-0.03,-0.32,-0.33
20060331,0.47,0.36,0.36,-0.34,-0.26,-0.29
20060403,-1.02,-0.49,-0.23,0.05,0.28,0.59
20060404,0.34,0.44,0.3,0.44,0.77,0.68
20060405,0.42,0.58,0.51,0.31,0.5,0.74
20060406,-0.07,0.02,0.04,-0.12,-0.25,-0.18
20060407,-1.03,-1.28,-1.07,-0.96,-0.92,-1.2
20060410,-0.36,-0.34,-0.31,0.01,0.12,0.08
20060411,-1.48,-1.45,-1.34,-0.62,-0.91,-0.72
20060412,0.83,0.65,0.71,0.14,0.11,0.18
20060413,0.69,0.43,0.36,0.05,0.17,0.12
20060417,-0.32,0.04,-0.32,-0.49,-0.01,0.01
20060418,2.35,2.68,2.16,1.52,1.88,1.84
20060419,1.11,1.18,1.01,0.34,-0.09,0.44
20060420,-0.48,-0.52,-0.22,0.24,-0.11,0.1
20060421,-0.29,-0.19,-0.16,-0.2,0.04,0.1
20060424,-0.64,-0.77,-0.54,-0.23,-0.2,-0.3
20060425,-0.14,-0.05,0.02,-0.35,-0.65,-0.5
20060426,-0.25,0.32,0.31,0.12,0.41,0.18
20060427,-0.49,-0.67,-0.48,0.31,0.43,0.49
20060428,0.3,0.51,0.21,-0.52,0.71,0.49
20060501,-0.63,-0.17,-0.18,-0.37,-0.58,-0.08
20060502,0.5,0.92,1.03,0.37,0.69,0.86
20060503,-0.08,0.22,0.04,-0.3,-0.35,-0.36
20060504,0.89,0.86,0.75,0.43,0.27,0.03
20060505,0.79,0.94,0.71,1.01,1.28,1.07
20060508,-0.08,0.01,0.15,0.03,-0.08,-0.09
20060509,-0.22,-0.08,0,-0.14,0.29,0.01
20060510,-0.78,-0.49,-0.52,-0.34,0.04,0.33
20060511,-2.51,-2.16,-2.18,-1.26,-1.28,-1
20060512,-1.9,-2.03,-1.74,-0.97,-1.26,-1.28
20060515,-0.79,-0.91,-0.75,0.41,0.01,-0.16
20060516,-0.33,0.16,0.19,-0.25,-0.01,0.02
20060517,-1.63,-1.55,-1.31,-1.5,-1.96,-1.4
20060518,-1.08,-1.02,-0.74,-0.55,-0.83,-0.51
20060519,0.43,0.5,0.51,0.38,0.43,0.29
20060522,-1.23,-1.06,-0.97,-0.46,-0.44,-0.14
20060523,-0.42,-0.36,-0.44,-0.47,-0.31,-0.64
20060524,-0.09,-0.05,0.03,0.3,-0.22,0.04
20060525,1.85,1.81,1.83,1.18,1.14,1.11
20060526,0.76,0.45,0.27,0.45,0.9,0.61
20060530,-2.44,-2.34,-2.14,-1.61,-1.44,-1.5
20060531,1.14,1.46,1.45,0.76,0.98,1.21
20060601,1.98,2.08,1.89,1.14,1.44,0.93
20060602,0.1,0.36,0.06,0.02,0.31,0.46
20060605,-3,-3.09,-2.67,-1.82,-1.8,-1.62
20060606,-0.61,-0.45,-0.29,-0.14,-0.27,-0.44
20060607,-0.38,-0.63,-0.58,-0.66,-0.31,-0.75
20060608,-0.39,-0.17,-0.06,0.14,0.06,-0.05
20060609,-0.62,-0.64,-0.62,-0.44,-0.35,-0.41
20060612,-2.7,-2.57,-2.35,-1.3,-1.37,-1.11
20060613,-1.66,-1.33,-1.61,-0.61,-1.55,-1.44
20060614,0.52,0.68,0.57,0.78,0.13,0.27
20060615,3.44,3.46,3.17,1.97,2.38,2.6
20060616,-0.99,-1.14,-1.04,-0.32,-0.39,-0.28
20060619,-1.71,-1.77,-1.48,-0.84,-1.11,-0.68
20060620,-0.5,-0.4,-0.31,-0.04,0.09,-0.13
20060621,1.86,1.89,1.58,1.11,0.89,1.07
20060622,-0.28,-0.38,-0.32,-0.66,-0.35,-0.39
20060623,0.39,0.37,0.25,-0.09,-0.04,0.45
20060626,0.93,1.23,1.03,0.32,0.65,0.64
20060627,-1.72,-1.62,-1.38,-0.96,-0.85,-0.72
20060628,0.09,0.24,0.24,0.5,0.56,0.61
20060629,3.63,3.65,3.28,2.19,2.21,1.92
20060630,1.24,0.93,1.04,-0.31,0,0.06
20060703,0.98,0.67,0.43,0.69,0.81,0.84
20060705,-1.65,-1.33,-1.05,-0.92,-0.61,-0.89
20060706,-0.1,0.09,0.42,0.4,0.21,-0.01
20060707,-1.83,-1.49,-1.04,-0.92,-0.49,-0.37
20060710,-0.59,0.1,0.12,-0.06,0.2,0.36
20060711,0.54,0.86,0.52,0.41,0.33,0.27
20060712,-1.76,-1.78,-1.61,-1.25,-1.09,-0.83
20060713,-2.14,-1.89,-1.74,-1.25,-1.46,-1.33
20060714,-0.94,-0.77,-0.8,-0.6,-0.46,-0.45
20060717,-0.75,-0.73,-0.43,-0.04,-0.29,-0.22
20060718,-0.07,0.58,0.56,0.14,0.28,0.12
20060719,3.14,2.94,2.43,1.73,2.14,1.92
